scene_name,scene_token,decision,tags,notes,representative_sample_token,representative_cam_front,location,description,reviewed_at
scene-0454,b0c4f9a7680142d8add66f69e5f20ecb,skip,,,2db97beb2cf044d5b1a241feaad12764,samples/CAM_FRONT/n008-2018-09-18-12-07-26-0400__CAM_FRONT__1537287315612404.jpg,boston-seaport,"Rain, turn left, bike rack, parking lot",2026-08-21T23:36:02
scene-0455,df0c3cb16cde410eba8eea191765515c,skip,,,46436a8c8f044b4d9a1cadb0e206fa19,samples/CAM_FRONT/n008-2018-09-18-12-07-26-0400__CAM_FRONT__1537287335512404.jpg,boston-seaport,"Rain, bus, jaywalker, parking lot, parked bicycle, peds, bicycle rack",2026-08-21T23:36:03
scene-0456,97ba0e14805b42f292db7f06b6d1121b,skip,,,188ee662ba5945188da2c52b210ff56e,samples/CAM_FRONT/n008-2018-09-18-12-07-26-0400__CAM_FRONT__1537287355512404.jpg,boston-seaport,"Rain, parking lot, bicycle rack, turn right, crane",2026-08-21T23:36:03
scene-0457,96a410b8fe5e4b57bf69b844bfd4d28c,skip,,,9a7bb112930b4731befa0b4dc10bceb8,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537289741512404.jpg,boston-seaport,"Rain, turn right, parking lot, wait at intersection",2026-08-21T23:36:04
scene-0458,634e7fbfe29c4a72b1ceb692b1d2ab44,skip,,,e0cf41a9ee2c423b9a7b677b70b5d73c,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537289761362404.jpg,boston-seaport,"Rain, turn left, bus stop, parked cars",2026-08-21T23:36:04
scene-0459,2c96ff6afc9e4cf7bc8b107fce955c1f,skip,,,daaacceb92ae44ad9d39200ad7685f2d,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537289781512404.jpg,boston-seaport,"Rain, parking lot, crane",2026-08-21T23:36:05
scene-0461,4a4d09496d594c7385a1ec227bdb3a7f,skip,,,ed721eb791dc45dcb66e9c385a23d843,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537289821162404.jpg,boston-seaport,"Rain, turn right, heavy truck with empty trailer",2026-08-21T23:36:05
scene-0462,36e3167610cc48eabcaad06a72479ac7,skip,,,cc4c8fb4a4bc425a888adabe31724e80,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537289841412404.jpg,boston-seaport,"Rain, cross intersection, parking lot, construction vehicle",2026-08-21T23:36:06
scene-0463,48ba943c3d19463a81281bf6a7078eac,skip,,,6d4e0fdab4704a79b36845318101d26e,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537289861612404.jpg,boston-seaport,"Rain, FedEx truck loaded on trailer, true cone loaded on a van, arrive at intersection, parked cars, several active trucks",2026-08-21T23:36:07
scene-0464,b0644660d7864451bfc4b3432bb5b47e,skip,,,94a4aa109210488890803daf9db471bd,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537289891412404.jpg,boston-seaport,"Rain, wait at intersection, ped crossing, towed car",2026-08-21T23:36:08
scene-0465,64a3a2d22172406c848f2a92275808ba,skip,,,ed7d2b3092444b8bafbd70851e3b7a2e,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537289937512404.jpg,boston-seaport,"Rain, start at intersection, wet ground, traffic cone loaded on a truck, car overtaking us",2026-08-21T23:36:08
scene-0467,453453c849304ad69741891946d46453,skip,,,259dcbab67434c339ea4bca3674fc965,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537289971762404.jpg,boston-seaport,"Rain, wait at intersection, flipped cone, construction, digger, ped",2026-08-21T23:36:09
scene-0468,4efde86424ea4088a43faeb5158ceabf,skip,,,543cad30ef3244818ab17d669da88306,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537289991512404.jpg,boston-seaport,"Rain, wait at intersection, flipped cone, truck",2026-08-21T23:36:10
scene-0469,1e3f0bd8063a4084b7104345b20bfb80,keep,,,554fea83db9e4b5e96bad4923594eb5a,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537290011662404.jpg,boston-seaport,"Rain, truck, cross intersection, ped, parked cars, bicyclist, sign trailer, bicycle rack",2026-08-21T23:36:12
scene-0471,010fb5bcc7984d0f8f07f99e02366df1,skip,,,b77fa1d30f4a4a42b0f2dffef2c495f5,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537290051412404.jpg,boston-seaport,"Rain, parked cars, construction",2026-08-21T23:36:13
scene-0472,54ec146682e24683becfeab4124e8402,skip,,,5deb7d856e844a67b6cccab7b20d6c75,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537290071412404.jpg,boston-seaport,"Rain, construction, wheel barrows",2026-08-21T23:36:14
scene-0474,ab40eb69df49448d83628f611b2ca273,skip,,,86d79ed16f534492993c9d5107a1a75e,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537290151662404.jpg,boston-seaport,"Rain, start at intersection, bridge, railing",2026-08-21T23:36:14
scene-0475,8b60e7e47cde43e0a7fbd66d926de14f,keep,,,6eda97bae18d4fe6ae7e0c205bbcaa1d,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537290171412404.jpg,boston-seaport,"Rain, bridge, peds shrinking due to raindrops, turn right",2026-08-21T23:36:16
scene-0476,f29904c2bcdc4d78bbcac75a2b30fe38,skip,,,0c18bb43a1e841d9915a93a1fbc1cbd9,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537290195412404.jpg,boston-seaport,"Rain, turn right, peds, bridge, peds with umbrellas",2026-08-21T23:36:22
scene-0477,c7780850596641b8ab5f352d16b178e4,skip,,,187609f7f20448c3b996d1d724e80f7e,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537290211512404.jpg,boston-seaport,"Rain, bridge, peds crossing, peds sidewalk stroller, wet ground",2026-08-21T23:36:24
scene-0478,69e393da7cb54eb6bea7927a2af0d1ee,skip,,,baacd234d9724719875bf861420dcea2,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537290238112404.jpg,boston-seaport,"Rain, waiting traffic light, oncoming bicyclist, bike rack, peds, reflections",2026-08-21T23:36:31
scene-0479,5fc7c5dfc56b4971b14005bc53f69908,keep,,,9e5cfdbac63a4f66b4f4b364aec0701c,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537290251262404.jpg,boston-seaport,"Rain, many peds, jaywalker, bicycle rack, parked cars",2026-08-21T23:36:35
scene-0480,5c76a3728b8b4d02ae20bd69fb928aa1,skip,,,50f6f706a2c94b94982d59cb5cfae8f2,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537290306412404.jpg,boston-seaport,"Rain, parked cars, bicycle, parking lot",2026-08-21T23:36:37
scene-0499,a6daedc3063b421cb3a05019e545f925,skip,,,ec1cf938f0b94675bcbf8ab04a0fff49,samples/CAM_FRONT/n008-2018-08-28-13-40-50-0400__CAM_FRONT__1535478061162404.jpg,boston-seaport,"Construction zone, workers, parking lot, park motorcycle",2026-08-21T23:36:37
scene-0500,1ec0b9bc3eca4b76b2610c519f843762,skip,,,8bbba0262db946d3a3f253c2907bba5c,samples/CAM_FRONT/n008-2018-08-28-13-40-50-0400__CAM_FRONT__1535478126162404.jpg,boston-seaport,"Left turn, large truck turns right, parked vehicles, parking lot, peds",2026-08-21T23:36:38
scene-0501,c59fe8015e3743329ec907bc29c93124,skip,,,6e78691d0eb14a23b93ace8b34ac9617,samples/CAM_FRONT/n008-2018-08-28-13-40-50-0400__CAM_FRONT__1535478540012404.jpg,boston-seaport,"Parked vehicles, right bend, parked truck, jaywalkers, sitting peds",2026-08-21T23:36:39
scene-0502,20ec831deb0f44e397497198cbe5a97c,skip,,,a62202426b1a46158d22d546177bc113,samples/CAM_FRONT/n008-2018-08-28-13-40-50-0400__CAM_FRONT__1535478559862404.jpg,boston-seaport,"Parked truck, right turn, jaywalkers, bike rack, arrive at intersection",2026-08-21T23:36:40
scene-0504,27dc2edfb6524c7d8997ac3573ed2f3d,keep,,,263c69681be24f99b9bec53f2a4c5321,samples/CAM_FRONT/n008-2018-08-28-13-40-50-0400__CAM_FRONT__1535478653112404.jpg,boston-seaport,"Construction zone, cross intersection, peds crossing crosswalk, oncoming bus at intersection, parked car entering the road, sign trailer, bridge",2026-08-21T23:36:48
scene-0505,8399be3e75814cc793d145986318c45d,skip,,,fe10db761490480b886da81e8f2f8d9d,samples/CAM_FRONT/n008-2018-08-28-13-40-50-0400__CAM_FRONT__1535478693162404.jpg,boston-seaport,"Passing under flyover, pedestrians in sidewalk, oncoming truck",2026-08-21T23:36:58
scene-0506,19dce2ebc7bd4f138aea6d645a4afec7,skip,,,e94ffb47502840febec116dc2113ba84,samples/CAM_FRONT/n008-2018-08-28-13-40-50-0400__CAM_FRONT__1535478706162404.jpg,boston-seaport,"Oncoming bus, pedestrians",2026-08-21T23:37:00
scene-0507,aee27b55da77468ba444357348f5cf88,skip,,,ea3da95134a34a9da39b81884f7f5ccf,samples/CAM_FRONT/n008-2018-08-28-13-40-50-0400__CAM_FRONT__1535478726112777.jpg,boston-seaport,"Parked cars, peds, construction zone, oncoming truck, peds walking on road",2026-08-21T23:37:01
scene-0508,862a468e56954dc9a833a9eb3ebd884b,skip,,,b9f20a15b0ae4df190f1d8e7748eda04,samples/CAM_FRONT/n008-2018-08-28-13-40-50-0400__CAM_FRONT__1535478745912404.jpg,boston-seaport,"Construction zone, roundabout junction",2026-08-21T23:37:02
scene-0509,7809330e0345423ab6212787edf3561b,skip,,,1680365c057f429c85ef59914e94d8af,samples/CAM_FRONT/n008-2018-08-28-13-40-50-0400__CAM_FRONT__1535478791162404.jpg,boston-seaport,"Multi-storey carpark, oncoming truck, parked truck, parked motorcycle",2026-08-21T23:37:02
scene-0510,ccf96ecd7161425ba7c5b5dbad79b600,skip,,,160280abd8204df58b6a3b8de6671588,samples/CAM_FRONT/n008-2018-08-28-13-40-50-0400__CAM_FRONT__1535478836862404.jpg,boston-seaport,"Turn left, parking lot, bicycle rack, ped, parked bicycles, pedestrians",2026-08-21T23:37:03
scene-0511,2bd47eabb64d4499862388cec180a7d1,skip,,,b29f481a60594b1d8ce3d2b2ab347ecb,samples/CAM_FRONT/n008-2018-08-28-13-40-50-0400__CAM_FRONT__1535478866912404.jpg,boston-seaport,"Car attempting to park, peds, parked motorcycle, parked bicycles, parking lot, ped picking up object on road, parked scooter, parked trucks, bicycle rack",2026-08-21T23:37:03
scene-0512,befb96098dc14988ac468a6bd3cbd4a0,skip,,,8900d278e44f461494cc2e15b7087e93,samples/CAM_FRONT/n008-2018-08-28-13-40-50-0400__CAM_FRONT__1535478887162404.jpg,boston-seaport,"Right bend, parked motorcyle, parked bicycles, parked truck, parking lot",2026-08-21T23:37:04
scene-0513,e333874a12d64a7d956f23fe6a4c5c62,skip,,,4371290c166e4eb8bab796d3a586a598,samples/CAM_FRONT/n008-2018-08-28-13-40-50-0400__CAM_FRONT__1535478907512459.jpg,boston-seaport,"Right bend, construction vehicles, an array of advertisement boards, big trash bins",2026-08-21T23:37:05
scene-0514,49eb09ab4c4142268131125d6e619a0c,skip,,,6457320a46de4350979a025d5a15b216,samples/CAM_FRONT/n008-2018-08-28-16-57-39-0400__CAM_FRONT__1535489911762404.jpg,boston-seaport,"Waiting to turn left, oncoming traffic, parking lot, peds",2026-08-21T23:37:05
scene-0515,02f1e5e2fc544798aad223f5ae5e8440,skip,,,9714e6190c8c43e0993885cc75a22fac,samples/CAM_FRONT/n008-2018-08-28-16-57-39-0400__CAM_FRONT__1535489941662404.jpg,boston-seaport,"Parking lot, construction zone",2026-08-21T23:37:06
scene-0517,55638ae3a8b34572aef756ee7fbce0df,skip,,,4a04e0d100494af1916a7c1e96be9349,samples/CAM_FRONT/n008-2018-08-28-16-57-39-0400__CAM_FRONT__1535489981912404.jpg,boston-seaport,"Construction zone, constructing vehicles, pedestrian, parking lot",2026-08-21T23:37:06
scene-0518,1c76efe7d0b048bc815c0445eeaa76ab,skip,,,847e3dd0f22c41c7af2475c395c02679,samples/CAM_FRONT/n008-2018-08-28-16-57-39-0400__CAM_FRONT__1535490008762404.jpg,boston-seaport,"Parking lot, peds, parked motorcyle, bicycle racks, oncoming traffic, turn left, car exiting parking lot, car being unloaded",2026-08-21T23:37:07
scene-0519,b07358651c604e2d83da7c4d4755de73,skip,,,996f330c95464329a8929b3b28b96763,samples/CAM_FRONT/n008-2018-08-30-10-33-52-0400__CAM_FRONT__1535639646662404.jpg,boston-seaport,"Passing under flyover, oncoming truck, pedestrians, parked cars",2026-08-21T23:37:08
scene-0520,26a6b03c8e2f4e6692f174a7074e54ff,skip,,,fc7f3434034b4b428a508d7991879307,samples/CAM_FRONT/n008-2018-08-30-10-33-52-0400__CAM_FRONT__1535639666612404.jpg,boston-seaport,"Pedestrian, parked vehicles",2026-08-21T23:37:08
scene-0521,4962cb207a824e57bd10a2af49354b16,skip,,,b767ec169db34739bd573afecd187592,samples/CAM_FRONT/n008-2018-08-30-10-33-52-0400__CAM_FRONT__1535639686612404.jpg,boston-seaport,"Parking lot, ped, parked bicycle, peds crossing crosswalk",2026-08-21T23:37:09
scene-0522,2abb3f3517c64446a5768df5665da49d,skip,,,c78ad98d8c75474f8e796d485114d3e0,samples/CAM_FRONT/n008-2018-08-30-10-33-52-0400__CAM_FRONT__1535639706762404.jpg,boston-seaport,"Parked bicycle, pedestrian, parked cars, cyclist, construction zone",2026-08-21T23:37:10
scene-0523,d7bacba9119840f78f3c804134ceece0,skip,,,b61d51fae3c74364a74b7ecf9908a607,samples/CAM_FRONT/n008-2018-08-30-10-33-52-0400__CAM_FRONT__1535639726762407.jpg,boston-seaport,"Oncoming bus, parked car on center divider, pedestrian, roundabout, parked trucks",2026-08-21T23:37:10
scene-0524,6a24a80e2ea3493c81f5fdb9fe78c28a,skip,,,bd55e82c188f43daa1bca8fcb0b1a361,samples/CAM_FRONT/n008-2018-08-30-10-33-52-0400__CAM_FRONT__1535639746662404.jpg,boston-seaport,"Parking lot, parked truck, pedestrian, oncoming truck",2026-08-21T23:37:11
scene-0525,d6e6f5d622474271b695f4c7f07df7bb,keep,,,1673c72a4c4e45b0a307a1fc0b672853,samples/CAM_FRONT/n008-2018-08-30-15-52-26-0400__CAM_FRONT__1535658856912404.jpg,boston-seaport,"Turn right, parking lot, peds waiting, parked cars",2026-08-21T23:37:12
scene-0526,827712f3e79340d8878de0202c5b3960,keep,,,614b8dd230944cabba0f5edd57341524,samples/CAM_FRONT/n008-2018-08-30-15-52-26-0400__CAM_FRONT__1535658877012404.jpg,boston-seaport,"Parking lot, wide biaising for parked cars, pedestrian",2026-08-21T23:37:13
scene-0527,44f25e0b668e4077abf57f3df320bb57,keep,,,0fa1ac8c76084bce872dd92ce35854c8,samples/CAM_FRONT/n008-2018-08-30-15-52-26-0400__CAM_FRONT__1535658900012404.jpg,boston-seaport,"Parking lot, lorry containers, pedestrian and dog, large truck",2026-08-21T23:37:17
scene-0528,da41ecbc644b4915b84bb732e35ebf8c,keep,,,ba2c3eca33e54cb1a4c323888de8a395,samples/CAM_FRONT/n008-2018-08-30-15-52-26-0400__CAM_FRONT__1535658939012404.jpg,boston-seaport,"Avoiding large truck with oncoming car, garbage bins, trucks",2026-08-21T23:37:24
scene-0529,77b27e26bf6d4c38859ccfa076cee51d,keep,,,6a93366811344ee9a3868db4a27b6835,samples/CAM_FRONT/n008-2018-08-30-15-52-26-0400__CAM_FRONT__1535658954012404.jpg,boston-seaport,"Parked cars, parking lot",2026-08-21T23:37:25
scene-0530,4f18d9a7ed374a0fb93c026589dcf9a0,keep,,,6513c9131fdd420591a3e3eb49b46abd,samples/CAM_FRONT/n008-2018-08-30-15-52-26-0400__CAM_FRONT__1535658973912404.jpg,boston-seaport,"Parked cars, parking lot, container, stop at intersection",2026-08-21T23:37:27
scene-0531,37a37b06ba5e4f978fc6cb77e90f2498,skip,,,caf95326f8cf44acacb39abf00c05364,samples/CAM_FRONT/n008-2018-08-30-15-52-26-0400__CAM_FRONT__1535659002912404.jpg,boston-seaport,"Turn right, oncoming traffic, parking lot parked trucks, containers",2026-08-21T23:37:33
scene-0532,8c45a7a9142f4f848d463cc46843db71,skip,,,169ff03ac00745a0acb7679abbbed11b,samples/CAM_FRONT/n008-2018-08-30-15-52-26-0400__CAM_FRONT__1535659014112404.jpg,boston-seaport,"Many trash cans, wait at intersection, parked heavy trucks, bicyclist crossing the road",2026-08-21T23:37:34
scene-0533,0c12123d57594f4d81d32fd4aa89fb1f,skip,,,4ffa42f71f3b425da4fa89afe2c60046,samples/CAM_FRONT/n008-2018-08-30-15-52-26-0400__CAM_FRONT__1535659117912404.jpg,boston-seaport,"Parked cars, pedestrian, animal",2026-08-21T23:37:35
scene-0534,82024d9f5f7f46dba436cd93c27173c7,keep,,,2c4d536e466f467cae8b559a3ac02276,samples/CAM_FRONT/n008-2018-08-30-15-52-26-0400__CAM_FRONT__1535659151262404.jpg,boston-seaport,"Parked cars, pedestrian, parked truck, moving forklift, construction zone, warehouse, pedestrian inside the truck container",2026-08-21T23:37:43
